id,album_id,library,folder,action,proposed_value,confidence,risk,reason,approval
ACT-000428,ALB-14156B63,CONTEMPORARY,/data/Music/CONTEMPORARY/Hans Zimmer/Pirates of the Caribbean_ Dead Man's Chest,ADD_ALBUMARTIST,Hans Zimmer,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000429,ALB-A69F4EBB,CONTEMPORARY,/data/Music/CONTEMPORARY/Happy Mondays/Playground Superstar CDS,ADD_ALBUMARTIST,Happy Mondays,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000430,ALB-0568A975,CONTEMPORARY,/data/Music/CONTEMPORARY/Hazel O'Connor/1981,ADD_ALBUMARTIST,Hazel O'Connor,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000431,ALB-2D3AD439,CONTEMPORARY,/data/Music/CONTEMPORARY/Holly Johnson/1989,ADD_ALBUMARTIST,Holly Johnson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000432,ALB-86789864,CONTEMPORARY,/data/Music/CONTEMPORARY/Hooverphonic/More Sweet Music [Disc 2],ADD_ALBUMARTIST,Hooverphonic,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000433,ALB-F06B67BE,CONTEMPORARY,/data/Music/CONTEMPORARY/House of Pain/1992 Top 100,ADD_ALBUMARTIST,House Of Pain,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000434,ALB-8ABF8F0E,CONTEMPORARY,/data/Music/CONTEMPORARY/House of Pain/Tommy Boy Greatest Hits,ADD_ALBUMARTIST,House Of Pain,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000435,ALB-B66BE57C,CONTEMPORARY,/data/Music/CONTEMPORARY/I_Cube/Paris Lounge 2 _ Paris by Night,ADD_ALBUMARTIST,I:Cube,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000436,ALB-50598D60,CONTEMPORARY,/data/Music/CONTEMPORARY/Ibiza Lounge (Cool Jazz Edition)/Ibiza Lounge (Cool Jazz Edition),ADD_ALBUMARTIST,Ibiza Lounge (Cool Jazz Edition),HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000437,ALB-157714CB,CONTEMPORARY,/data/Music/CONTEMPORARY/Ibiza Lounge 2/Ibiza Lounge 2,ADD_ALBUMARTIST,Ibiza Lounge 2,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000438,ALB-FE36BAF5,CONTEMPORARY,/data/Music/CONTEMPORARY/Ice Cube/1993 Top 100,ADD_ALBUMARTIST,Ice Cube And DAS EFX,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000439,ALB-B7F9373C,CONTEMPORARY,/data/Music/CONTEMPORARY/Ice Cube/Check Yo Self [Single],ADD_ALBUMARTIST,Ice Cube Feat. Das EFX,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000440,ALB-DCECA993,CONTEMPORARY,/data/Music/CONTEMPORARY/Iggy & The Stooges/As Heard On Radio Soulwax Pt. 2,ADD_ALBUMARTIST,Iggy & The Stooges / Salt-N-Pepa,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000441,ALB-A9B0F480,CONTEMPORARY,/data/Music/CONTEMPORARY/Interpol/Antics,ADD_ALBUMARTIST,Interpol,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000442,ALB-AE9E2F2E,CONTEMPORARY,/data/Music/CONTEMPORARY/INXS/14,ADD_ALBUMARTIST,INXS,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000443,ALB-D0419BB4,CONTEMPORARY,/data/Music/CONTEMPORARY/INXS/1989,ADD_ALBUMARTIST,INXS,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000444,ALB-9356FF13,CONTEMPORARY,/data/Music/CONTEMPORARY/INXS/Billboard Top 100 of 1986,ADD_ALBUMARTIST,INXS,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000445,ALB-7619F56E,CONTEMPORARY,/data/Music/CONTEMPORARY/INXS/Billboard Top 100 of 1988,ADD_ALBUMARTIST,INXS,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000446,ALB-A2F59300,CONTEMPORARY,/data/Music/CONTEMPORARY/INXS/Live Baby Live,ADD_ALBUMARTIST,INXS,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000447,ALB-DE994C33,CONTEMPORARY,/data/Music/CONTEMPORARY/INXS/The Years 1979 -1997,ADD_ALBUMARTIST,Inxs,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000448,ALB-5D7F8834,CONTEMPORARY,/data/Music/CONTEMPORARY/Iron & Wine/Garden State,ADD_ALBUMARTIST,Iron & Wine,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000449,ALB-B2B9622C,CONTEMPORARY,/data/Music/CONTEMPORARY/Jam The/1980,ADD_ALBUMARTIST,Jam The,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000450,ALB-A514657B,CONTEMPORARY,/data/Music/CONTEMPORARY/Jane Birkin Feat. Feist/Open Season_ Remixes & Collabs,ADD_ALBUMARTIST,Jane Birkin Feat. Feist,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000451,ALB-CFD7F2CB,CONTEMPORARY,/data/Music/CONTEMPORARY/JAY-Z/BBTop100,ADD_ALBUMARTIST,Jay-Z,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000452,ALB-5C09BD87,CONTEMPORARY,/data/Music/CONTEMPORARY/JAY-Z/Best Of Black 04 CD 2,ADD_ALBUMARTIST,Jay-Z,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000453,ALB-AFFB15A9,CONTEMPORARY,/data/Music/CONTEMPORARY/JAY-Z/Billboard Top 100 of 2004,ADD_ALBUMARTIST,Jay-Z,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000454,ALB-B68725EB,CONTEMPORARY,/data/Music/CONTEMPORARY/JAY-Z/H To The Izzo-Promo CDS,ADD_ALBUMARTIST,Jay-Z,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000455,ALB-0A3CE9B4,CONTEMPORARY,/data/Music/CONTEMPORARY/JAY-Z/Roc La Familia,ADD_ALBUMARTIST,Jay-Z,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000456,ALB-2B30D0EA,CONTEMPORARY,/data/Music/CONTEMPORARY/Jennifer Lopez/2002,ADD_ALBUMARTIST,Jennifer Lopez,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000457,ALB-540FAA7F,CONTEMPORARY,/data/Music/CONTEMPORARY/Jennifer Lopez/BBTop100,ADD_ALBUMARTIST,Jennifer Lopez,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000458,ALB-66D2A536,CONTEMPORARY,/data/Music/CONTEMPORARY/Jennifer Lopez/Billboard Top 100 Hits Of 2003,ADD_ALBUMARTIST,Jennifer Lopez,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000459,ALB-B5D2567D,CONTEMPORARY,/data/Music/CONTEMPORARY/Jennifer Lopez/J Lo,ADD_ALBUMARTIST,Jennifer Lopez,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000460,ALB-23D058BE,CONTEMPORARY,/data/Music/CONTEMPORARY/Jennifer Lopez/Now That's What I Call Music 6,ADD_ALBUMARTIST,Jennifer Lopez,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000461,ALB-A6C2F39D,CONTEMPORARY,/data/Music/CONTEMPORARY/Jess/The Dome Vol.31 CD 2,ADD_ALBUMARTIST,Jess,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000462,ALB-B08BB9E6,CONTEMPORARY,/data/Music/CONTEMPORARY/Jessie J/Price Tag,ADD_ALBUMARTIST,Jessie J,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000463,ALB-56AB95E7,CONTEMPORARY,/data/Music/CONTEMPORARY/John Legend/Live At SOB's (New York City),ADD_ALBUMARTIST,John Legend,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000464,ALB-EBA2F902,CONTEMPORARY,/data/Music/CONTEMPORARY/João Gilberto/Girl from Ipanema_ The Antonio Carlos Jobim Songbook,ADD_ALBUMARTIST,João Gilberto,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000465,ALB-A4E2B0B3,CONTEMPORARY,/data/Music/CONTEMPORARY/Justin Timberlake/Billboard Top 100 Hits Of 2002,ADD_ALBUMARTIST,Justin Timberlake,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000466,ALB-8C02844E,CONTEMPORARY,/data/Music/CONTEMPORARY/Justin Timberlake/Billboard Top 100 Hits Of 2003,ADD_ALBUMARTIST,Justin Timberlake,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000467,ALB-6F35D071,CONTEMPORARY,/data/Music/CONTEMPORARY/Justin Timberlake/Future Sex_Love Sounds,ADD_ALBUMARTIST,Justin Timberlake,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000468,ALB-4D161A19,CONTEMPORARY,/data/Music/CONTEMPORARY/Justin Timberlake/LoveStoned - Single,ADD_ALBUMARTIST,Justin Timberlake,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000469,ALB-3C90113A,CONTEMPORARY,/data/Music/CONTEMPORARY/Kanye West/Best Of Black 04 CD 2,ADD_ALBUMARTIST,Kanye West,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000470,ALB-E085D655,CONTEMPORARY,/data/Music/CONTEMPORARY/Kanye West/Billboard Top 100 of 2004,ADD_ALBUMARTIST,Kanye West,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000471,ALB-AF3F5884,CONTEMPORARY,/data/Music/CONTEMPORARY/Kanye West/Jarhead,ADD_ALBUMARTIST,Kanye West,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000472,ALB-0FC2B323,CONTEMPORARY,/data/Music/CONTEMPORARY/Kanye West/Kanye West Compliation,ADD_ALBUMARTIST,Kanye West,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000473,ALB-22EB3BC7,CONTEMPORARY,/data/Music/CONTEMPORARY/Karsh Kale/Realize,ADD_ALBUMARTIST,Karsh Kale,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000474,ALB-F86B7CEA,CONTEMPORARY,/data/Music/CONTEMPORARY/Kate Bush/Aerial_ A Sea of Honey,ADD_ALBUMARTIST,Kate Bush,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000475,ALB-9318ECC7,CONTEMPORARY,/data/Music/CONTEMPORARY/Kate Bush/Aerial_ A Sky of Honey,ADD_ALBUMARTIST,Kate Bush,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000476,ALB-7839DF87,CONTEMPORARY,/data/Music/CONTEMPORARY/Kate Bush/Highlands,ADD_ALBUMARTIST,Kate Bush,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000477,ALB-57DF9C3C,CONTEMPORARY,/data/Music/CONTEMPORARY/Katy Perry Feat. Snoop Doggꀁ/UK TOP40 Single Charts,ADD_ALBUMARTIST,Katy Perry Feat. Snoop Doggꀁ,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000478,ALB-C4FA743F,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers & Dolly Parton/Billboard Top 100 of 1984,ADD_ALBUMARTIST,Kenny Rogers & Dolly Parton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000479,ALB-E58B2F16,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers & Kim Carnes/Billboard Top 100 of 1980,ADD_ALBUMARTIST,Kenny Rogers & Kim Carnes,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000480,ALB-843BC249,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers & Sheena Easton/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Kenny Rogers & Sheena Easton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000481,ALB-CC23FF9D,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers & The First Edition/Classic Country 1965-1969 - Disc 1,ADD_ALBUMARTIST,Kenny Rogers & The First Edition,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000482,ALB-D2B52123,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers/Billboard Top 100 of 1977,ADD_ALBUMARTIST,Kenny Rogers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000483,ALB-AD6C7B0E,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers/Billboard Top 100 of 1979,ADD_ALBUMARTIST,Kenny Rogers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000484,ALB-2333501D,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers/Billboard Top 100 of 1980,ADD_ALBUMARTIST,Kenny Rogers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000485,ALB-6B2727AB,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers/Billboard Top 100 of 1981,ADD_ALBUMARTIST,Kenny Rogers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000486,ALB-25FC6C9C,CONTEMPORARY,/data/Music/CONTEMPORARY/Kenny Rogers/Billboard Top 100 of 1982,ADD_ALBUMARTIST,Kenny Rogers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000487,ALB-B2EDEDF1,CONTEMPORARY,/data/Music/CONTEMPORARY/Kinks/1983,ADD_ALBUMARTIST,Kinks,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000488,ALB-DA33D2AE,CONTEMPORARY,/data/Music/CONTEMPORARY/Kinks/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Kinks,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000489,ALB-03EF0138,CONTEMPORARY,/data/Music/CONTEMPORARY/Kinks/Kinks Greatest Hits!,ADD_ALBUMARTIST,Kinks,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000490,ALB-5B7AF7B0,CONTEMPORARY,/data/Music/CONTEMPORARY/Koop/Waltz For Koop,ADD_ALBUMARTIST,Koop,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000491,ALB-06AECB30,CONTEMPORARY,/data/Music/CONTEMPORARY/Kruder & Dorfmeister/Summer Chill Classics [Disc 1],ADD_ALBUMARTIST,Kruder & Dorfmeister,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000492,ALB-4E5473BC,CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/1989,ADD_ALBUMARTIST,Kylie Minogue,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000493,ALB-B39C7232,CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/Billboard Top 100 Hits Of 2002,ADD_ALBUMARTIST,Kylie Minogue,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000494,ALB-5CD30E95,CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/Billboard Top 100 of 1988,ADD_ALBUMARTIST,Kylie Minogue,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000495,ALB-879D8BC4,CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/Can't Get You Out Of My Head (Maxi),ADD_ALBUMARTIST,Kylie Minogue,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000496,ALB-C46429B7,CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/Now53 CD1,ADD_ALBUMARTIST,Kylie Minogue,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000497,ALB-17EE6F4C,CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/Summer Hits 2004 CD 2,ADD_ALBUMARTIST,Kylie Minogue,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000498,ALB-0DB3E4B7,CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/UK TOP40 Single Charts,ADD_ALBUMARTIST,Kylie Minogue爀,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000499,ALB-00C355AA,CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/X,ADD_ALBUMARTIST,Kylie Minogue,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000500,ALB-8F59AB33,CONTEMPORARY,/data/Music/CONTEMPORARY/Lady GaGa/The Fame Monster CD1,ADD_ALBUMARTIST,Lady GaGa,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000501,ALB-3DA9A729,CONTEMPORARY,/data/Music/CONTEMPORARY/Lady GaGa/UK TOP40 Single Charts,ADD_ALBUMARTIST,Lady Gaga,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000502,ALB-AB1F8626,CONTEMPORARY,/data/Music/CONTEMPORARY/Lamb/Cafe Del Mar-The Best Of CD2,ADD_ALBUMARTIST,Lamb,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000503,ALB-B37EBE32,CONTEMPORARY,/data/Music/CONTEMPORARY/Lamb/Classic Chilled Ibiza,ADD_ALBUMARTIST,Lamb - Goreki,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000504,ALB-7EE2BC68,CONTEMPORARY,/data/Music/CONTEMPORARY/Lamb/Nova Tunes - Volume 5,ADD_ALBUMARTIST,Lamb,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000505,ALB-8FE4A6C2,CONTEMPORARY,/data/Music/CONTEMPORARY/Lambchop/Summer Chill Classics [Disc 2],ADD_ALBUMARTIST,Lambchop,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000506,ALB-3EDDC039,CONTEMPORARY,/data/Music/CONTEMPORARY/Lauryn Hill/The Best Man Soundtrack,ADD_ALBUMARTIST,Lauryn Hill & Bob Marley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000507,ALB-F5BCD31D,CONTEMPORARY,/data/Music/CONTEMPORARY/Led Zeppelin/BBC Sessions (Led Zep) Disc 2,ADD_ALBUMARTIST,Led Zeppelin,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000508,ALB-AA5CEC6B,CONTEMPORARY,/data/Music/CONTEMPORARY/Led Zeppelin/III,ADD_ALBUMARTIST,Led Zeppelin,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000509,ALB-C1935927,CONTEMPORARY,/data/Music/CONTEMPORARY/Led Zeppelin/IV,ADD_ALBUMARTIST,Led Zeppelin,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000510,ALB-234F2E30,CONTEMPORARY,/data/Music/CONTEMPORARY/Led Zeppelin/Led Zeppelin 4,ADD_ALBUMARTIST,Led Zeppelin,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000511,ALB-387C30E3,CONTEMPORARY,/data/Music/CONTEMPORARY/Led Zeppelin/Physical Graffiti [Disc 2],ADD_ALBUMARTIST,Led Zeppelin,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000512,ALB-2A9D9F82,CONTEMPORARY,/data/Music/CONTEMPORARY/Lemon Jelly In The Bath/chilled ll cd 2,ADD_ALBUMARTIST,Lemon Jelly In The Bath,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000513,ALB-5D4B7290,CONTEMPORARY,/data/Music/CONTEMPORARY/Lemon Jelly/Breezeblock,ADD_ALBUMARTIST,Lemon Jelly,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000514,ALB-A21807E0,CONTEMPORARY,/data/Music/CONTEMPORARY/Leo Sayer/Billboard Top 100 of 1975,ADD_ALBUMARTIST,Leo Sayer,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000515,ALB-7A8656FC,CONTEMPORARY,/data/Music/CONTEMPORARY/Leo Sayer/Billboard Top 100 of 1977,ADD_ALBUMARTIST,Leo Sayer,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000516,ALB-10F58429,CONTEMPORARY,/data/Music/CONTEMPORARY/Leo Sayer/Billboard Top 100 of 1981,ADD_ALBUMARTIST,Leo Sayer,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000517,ALB-1B510E88,CONTEMPORARY,/data/Music/CONTEMPORARY/Linkin Park/Billboard Top 100 Hits Of 2002,ADD_ALBUMARTIST,Linkin Park,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000518,ALB-F0FD6FB7,CONTEMPORARY,/data/Music/CONTEMPORARY/Linkin Park/Billboard Top 100 of 2004,ADD_ALBUMARTIST,Linkin Park,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000519,ALB-4EDA5CB4,CONTEMPORARY,/data/Music/CONTEMPORARY/Linkin Park/Inconnu,ADD_ALBUMARTIST,Linkin park,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000520,ALB-9BC1BE94,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie&Enrique Iglesias/Encore,ADD_ALBUMARTIST,Lionel Richie&Enrique Iglesias,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000521,ALB-F829076E,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie/All Night Long,ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000522,ALB-369FE761,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie/Back to Front,ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000523,ALB-DAB940BA,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000524,ALB-D269C6AB,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie/Billboard Top 100 of 1984,ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000525,ALB-E6CC6A65,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie/Billboard Top 100 of 1985,ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000526,ALB-4856D761,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie/Billboard Top 100 of 1986,ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000527,ALB-04581010,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie/Billboard Top 100 of 1987,ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000528,ALB-8341651E,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie/Dancing on the Ceiling,ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000529,ALB-B173BBEB,CONTEMPORARY,"/data/Music/CONTEMPORARY/Lionel Richie/Kuschelrock, Vol. 3 Disc 2",ADD_ALBUMARTIST,Lionel Richie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000530,ALB-52E2BAE5,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Richie_The Commodores/Back to Front,ADD_ALBUMARTIST,Lionel Richie/The Commodores,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000531,ALB-AD3E0697,CONTEMPORARY,/data/Music/CONTEMPORARY/Lionel Ritchie/1983,ADD_ALBUMARTIST,Lionel Ritchie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000532,ALB-34533974,CONTEMPORARY,/data/Music/CONTEMPORARY/Lisa Ekdahl/Lady Jazz,ADD_ALBUMARTIST,Lisa Ekdahl,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000533,ALB-C7F33557,CONTEMPORARY,/data/Music/CONTEMPORARY/Loius Armstrong/A Night Out With Verve - Disc 3 - Dancing,ADD_ALBUMARTIST,Loius Armstrong,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000534,ALB-2C92E60A,CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/A Night Out With Verve - Disc 4 - Romancing,ADD_ALBUMARTIST,Louis Armstrong,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000535,ALB-33BA01AF,CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/Best Of The Blues,ADD_ALBUMARTIST,Louis Armstrong,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000536,ALB-D96E6D42,CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/Louis and The Good book,ADD_ALBUMARTIST,Louis Armstrong,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000537,ALB-2440E526,CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/The Greatest No.1 Singles (Dis,ADD_ALBUMARTIST,Louis Armstrong,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000538,ALB-58886F19,CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/unknown,ADD_ALBUMARTIST,Louis Armstrong,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
