id,album_id,library,folder,action,proposed_value,confidence,risk,reason,approval
ACT-000309,ALB-B229ABDA,CONTEMPORARY,/data/Music/CONTEMPORARY/Elton John/Greatest Hits,ADD_ALBUMARTIST,Elton John,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000310,ALB-545A1CD4,CONTEMPORARY,/data/Music/CONTEMPORARY/Elton John/The Unplugged Collection,ADD_ALBUMARTIST,Elton John,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000311,ALB-AD9160C2,CONTEMPORARY,"/data/Music/CONTEMPORARY/Elton John/Unplugged Collection, Vol. 1",ADD_ALBUMARTIST,Elton John,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000312,ALB-8B6E2592,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/Always Elvis - The Album,ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000313,ALB-80BB9D61,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/Billboard Top 100 of 1977,ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000314,ALB-BE790792,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/Classic Country 1965-1969 - Disc 2,ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000315,ALB-65225010,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/Forrest Gump (Disc 1),ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000316,ALB-F948C5D6,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/Forrest Gump [Original Soundtrack] (1 of 2),ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000317,ALB-AD6D1F71,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/Gold Records - Vol. 5,ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000318,ALB-525FFA04,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/novembre 2002,ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000319,ALB-F8F8FFD5,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/The Elvis Presley Years - Reader Digest Disk 1,ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000320,ALB-29448C2D,CONTEMPORARY,/data/Music/CONTEMPORARY/Elvis Presley/The Sun Sessions (July'54 - July'55),ADD_ALBUMARTIST,Elvis Presley,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000321,ALB-D8BC6585,CONTEMPORARY,/data/Music/CONTEMPORARY/Emiliana Torrini/Chilled,ADD_ALBUMARTIST,Emiliana Torrini,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000322,ALB-76EA7DDE,CONTEMPORARY,/data/Music/CONTEMPORARY/Emiliana Torrini/Nova Tunes 1.9,ADD_ALBUMARTIST,Emiliana Torrini,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000323,ALB-50555B0A,CONTEMPORARY,/data/Music/CONTEMPORARY/Emimen/11.04.05,ADD_ALBUMARTIST,Emimen,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000324,ALB-FD4EAEA2,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/BBTop100,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000325,ALB-CDAB93EF,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Billboard Top 100 Hits Of 2002,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000326,ALB-EE3A82A9,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Billboard Top 100 Hits Of 2003,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000327,ALB-8D1B0109,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Billboard Top 100 of 2004,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000328,ALB-2770D087,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Encore,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000329,ALB-D01E841D,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Just Lose It CDS,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000330,ALB-29BC3471,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Now53 cd2,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000331,ALB-5162AA93,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Straight From The Lab EP,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000332,ALB-D388B3A7,CONTEMPORARY,"/data/Music/CONTEMPORARY/Eminem/Stretch, Bob, Sear-_funDraiser",ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000333,ALB-93361FED,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/UK TOP40 Single Charts,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000334,ALB-D5F4BA4B,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Unreleased,ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000335,ALB-1FF097E8,CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Without Me (Promo CDS),ADD_ALBUMARTIST,Eminem,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000336,ALB-62F0DEAB,CONTEMPORARY,/data/Music/CONTEMPORARY/Enigma - MCMXC A.D,ADD_ALBUMARTIST,Enigma,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000337,ALB-1AF355A7,CONTEMPORARY,/data/Music/CONTEMPORARY/Enigma/1991 Top 100,ADD_ALBUMARTIST,Enigma,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000338,ALB-69092B1D,CONTEMPORARY,/data/Music/CONTEMPORARY/Enigma/Chant,ADD_ALBUMARTIST,Enigma,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000339,ALB-1444B0F8,CONTEMPORARY,/data/Music/CONTEMPORARY/Enigma/Soundscapes I,ADD_ALBUMARTIST,Enigma,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000340,ALB-F5306E50,CONTEMPORARY,/data/Music/CONTEMPORARY/Enya/The Lord of the Rings Soundtrack,ADD_ALBUMARTIST,Enya,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000341,ALB-32BC2FE5,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/1986,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000342,ALB-E75E087E,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/1989,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000343,ALB-7155D351,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/A Little Respect,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000344,ALB-F5EA8DC9,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/ABBA-esque,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000345,ALB-A7967ECF,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/Blue Savannah,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000346,ALB-25F6BB04,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/Chains Of Love,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000347,ALB-70274B15,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/Crackers International,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000348,ALB-5ED7977E,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/Drama!,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000349,ALB-23F1D232,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/Ship Of Fools,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000350,ALB-863F39C4,CONTEMPORARY,/data/Music/CONTEMPORARY/Erasure/Star,ADD_ALBUMARTIST,Erasure,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000351,ALB-D41451E5,CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/01,ADD_ALBUMARTIST,Eric Clapton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000352,ALB-1F3B32A3,CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/Billboard Top 100 of 1974,ADD_ALBUMARTIST,Eric Clapton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000353,ALB-E1373397,CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/Billboard Top 100 of 1978,ADD_ALBUMARTIST,Eric Clapton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000354,ALB-DE64D4B1,CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/Billboard Top 100 of 1979,ADD_ALBUMARTIST,Eric Clapton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000355,ALB-D64ECEB8,CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/Billboard Top 100 of 1981,ADD_ALBUMARTIST,Eric Clapton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000356,ALB-0772BC9E,CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Eric Clapton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000357,ALB-4A32F76B,CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/Pure Reggae,ADD_ALBUMARTIST,Eric Clapton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000358,ALB-534C8747,CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/The Cream of Clapton (1995),ADD_ALBUMARTIST,Eric Clapton,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000359,ALB-33683CF0,CONTEMPORARY,/data/Music/CONTEMPORARY/Erotic Lounge Vol.01,ADD_ALBUMARTIST,Various Artists,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000360,ALB-088C684E,CONTEMPORARY,/data/Music/CONTEMPORARY/Eurythmics/1985,ADD_ALBUMARTIST,Eurythmics,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000361,ALB-9035F7E2,CONTEMPORARY,/data/Music/CONTEMPORARY/Eurythmics/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Eurythmics,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000362,ALB-24203CBB,CONTEMPORARY,/data/Music/CONTEMPORARY/Eurythmics/Billboard Top 100 of 1984,ADD_ALBUMARTIST,Eurythmics,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000363,ALB-162C6847,CONTEMPORARY,/data/Music/CONTEMPORARY/Eurythmics/Billboard Top 100 of 1985,ADD_ALBUMARTIST,Eurythmics,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000364,ALB-26CFE621,CONTEMPORARY,/data/Music/CONTEMPORARY/Eurythmics/Peace,ADD_ALBUMARTIST,Eurythmics,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000365,ALB-0835BF79,CONTEMPORARY,/data/Music/CONTEMPORARY/FC Kahuna/Classic Chilled Ibiza 2,ADD_ALBUMARTIST,FC Kahuna - Hayling,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000366,ALB-0363F9AD,CONTEMPORARY,/data/Music/CONTEMPORARY/Fleetwood Mac/Forrest Gump [Original Soundtrack] (2 of 2),ADD_ALBUMARTIST,Fleetwood Mac,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000367,ALB-6D81BF3E,CONTEMPORARY,/data/Music/CONTEMPORARY/Flunk Blue Monday/chilled ll cd 2,ADD_ALBUMARTIST,Flunk Blue Monday,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000368,ALB-2CF65DAA,CONTEMPORARY,/data/Music/CONTEMPORARY/Flying Lotus/Essential Mix,ADD_ALBUMARTIST,Flying Lotus,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000369,ALB-2D3B8B56,CONTEMPORARY,/data/Music/CONTEMPORARY/Flying Lotus/Flying Lotus Mixtape Vol. 1,ADD_ALBUMARTIST,Flying Lotus,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000370,ALB-75127E0C,CONTEMPORARY,/data/Music/CONTEMPORARY/Flying Lotus/Reset,ADD_ALBUMARTIST,Flying Lotus,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000371,ALB-6CB89DE0,CONTEMPORARY,/data/Music/CONTEMPORARY/Flying Lotus/Reset EP Vinyl,ADD_ALBUMARTIST,Flying Lotus,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000372,ALB-CBD8F32D,CONTEMPORARY,/data/Music/CONTEMPORARY/Four Seasons/VA - 100 Greatest Dance Hits 90's,ADD_ALBUMARTIST,Four Seasons,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000373,ALB-519B20A9,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/1980,ADD_ALBUMARTIST,Frank Sinatra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000374,ALB-2CF147D1,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/Best Of The Columbia Years 194,ADD_ALBUMARTIST,Frank Sinatra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000375,ALB-4D4C641B,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/LP - Sing and dance with Frank,ADD_ALBUMARTIST,Frank Sinatra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000376,ALB-1901DDB8,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/LP - The voice of Frank Sinatr,ADD_ALBUMARTIST,Frank Sinatra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000377,ALB-AE864758,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/Mattes Wedding,ADD_ALBUMARTIST,Frank Sinatra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000378,ALB-209C6574,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/no title,ADD_ALBUMARTIST,Frank Sinatra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000379,ALB-228A5A6E,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/Portrait of Sinatra (Disc 2),ADD_ALBUMARTIST,Frank Sinatra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000380,ALB-CA5E7B69,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/The Parent Trap Soundtrack,ADD_ALBUMARTIST,Frank Sinatra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000381,ALB-3FE43DF0,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Zappa/One Size Fits All,ADD_ALBUMARTIST,Frank Zappa & The Mothers Of Invention,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000382,ALB-780E1D0B,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Zappa/Sheik Yerbouti,ADD_ALBUMARTIST,Frank Zappa,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000383,ALB-195529EB,CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Zappa/You Are What You Is,ADD_ALBUMARTIST,Frank Zappa,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000384,ALB-4C232760,CONTEMPORARY,/data/Music/CONTEMPORARY/Frankie Goes to Hollywood/1983,ADD_ALBUMARTIST,Frankie Goes To Hollywood,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000385,ALB-17C0C0D2,CONTEMPORARY,/data/Music/CONTEMPORARY/Frankie Goes to Hollywood/1984,ADD_ALBUMARTIST,Frankie Goes To Hollywood,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000386,ALB-88A1459D,CONTEMPORARY,/data/Music/CONTEMPORARY/Frankie Goes to Hollywood/Power Ballads,ADD_ALBUMARTIST,Frankie Goes To Hollywood,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000387,ALB-CEB7AEEC,CONTEMPORARY,/data/Music/CONTEMPORARY/Frou Frou/Garden State,ADD_ALBUMARTIST,Frou Frou,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000388,ALB-5F8A4497,CONTEMPORARY,/data/Music/CONTEMPORARY/Fugees/Summer Hits 2004 CD 2,ADD_ALBUMARTIST,Fugees,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000389,ALB-23CAF02D,CONTEMPORARY,/data/Music/CONTEMPORARY/Garbage/#1 Crush,ADD_ALBUMARTIST,Garbage,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000390,ALB-A4B8975F,CONTEMPORARY,/data/Music/CONTEMPORARY/Garbage/Complete Garbage,ADD_ALBUMARTIST,Garbage,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000391,ALB-A2142939,CONTEMPORARY,/data/Music/CONTEMPORARY/Garbage/Inconnu,ADD_ALBUMARTIST,Garbage,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000392,ALB-D1F2B6D8,CONTEMPORARY,/data/Music/CONTEMPORARY/Garbage/Now Thats What I Call Music 35,ADD_ALBUMARTIST,Garbage,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000393,ALB-1ACFF679,CONTEMPORARY,/data/Music/CONTEMPORARY/Glamour Lounge/Disconight 9 march '01,ADD_ALBUMARTIST,Glamour Lounge,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000394,ALB-762794A1,CONTEMPORARY,/data/Music/CONTEMPORARY/Goldfrapp/Black Cherry,ADD_ALBUMARTIST,Goldfrapp,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000395,ALB-68F7D58B,CONTEMPORARY,/data/Music/CONTEMPORARY/Goldfrapp/Fabriclive 29 - Cut Copy,ADD_ALBUMARTIST,Goldfrapp,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000396,ALB-1CAF9AC0,CONTEMPORARY,/data/Music/CONTEMPORARY/Goldfrapp/Felt Mountain,ADD_ALBUMARTIST,Goldfrapp,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000397,ALB-95EBE2BB,CONTEMPORARY,/data/Music/CONTEMPORARY/Goldfrapp/Seventh Tree - Goldgrapp,ADD_ALBUMARTIST,Goldfrapp,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000398,ALB-C3B1419B,CONTEMPORARY,/data/Music/CONTEMPORARY/Gotan Project/Buddha Bar II,ADD_ALBUMARTIST,Gotan Project,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000399,ALB-A5FDF7A5,CONTEMPORARY,/data/Music/CONTEMPORARY/Gotan Project/Buddha Bar III - Joy,ADD_ALBUMARTIST,Gotan Project,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000400,ALB-0968A421,CONTEMPORARY,"/data/Music/CONTEMPORARY/Gotan Project/Hemmesphere, Vol. 1",ADD_ALBUMARTIST,Gotan Project,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000401,ALB-37763769,CONTEMPORARY,/data/Music/CONTEMPORARY/Gotan Project/Hotel Costes 9,ADD_ALBUMARTIST,Gotan Project,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000402,ALB-4706C0F9,CONTEMPORARY,/data/Music/CONTEMPORARY/Gotan Project/Live,ADD_ALBUMARTIST,Gotan Project vs. Yann Tiersen,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000403,ALB-5FE83387,CONTEMPORARY,/data/Music/CONTEMPORARY/Gotan Project/Paris Lounge - Paris By Day CD,ADD_ALBUMARTIST,Gotan Project,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000404,ALB-8B038AAF,CONTEMPORARY,/data/Music/CONTEMPORARY/Gotan Project/Paris Lounge Vol.3 Disc1 (Paris by Day),ADD_ALBUMARTIST,Gotan Project,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000405,ALB-1686A38E,CONTEMPORARY,/data/Music/CONTEMPORARY/Gotan Project/Putumayo Presents_ World Lounge,ADD_ALBUMARTIST,Gotan Project,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000406,ALB-DEBEB136,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/back to mine,ADD_ALBUMARTIST,groove armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000407,ALB-220403D3,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Bar Culture - The Essential P,ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000408,ALB-0A41A146,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Breezeblock,ADD_ALBUMARTIST,Groove Armada 09/07/02,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000409,ALB-A4BCC3C0,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Cafe Del Mar - Retrospective,ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000410,ALB-6E243EB9,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Chilled,ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000411,ALB-5DED8873,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Chilled ll  cd 1,ADD_ALBUMARTIST,Groove Armada At The River,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000412,ALB-7E1F88DB,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Classic Chilled Ibiza 2,ADD_ALBUMARTIST,Groove Armada - At The River,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000413,ALB-4209CC25,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Ibiza 99 (Chillout Mix),ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000414,ALB-9A4CEAB5,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Love Box,ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000415,ALB-C76C4CF9,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Lovebox,ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000416,ALB-A8F84850,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Ministry Of Sound - The Chillout Session Ibiza 2002 - Disc 1,ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000417,ALB-A0A21A02,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Next Best Thing (Soundtrack),ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000418,ALB-F6A0ACDE,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/richard dorfmeister vs. madrid de los austrias - grand slam [gscd027],ADD_ALBUMARTIST,groove armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000419,ALB-ED0ABD9A,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Sex and The City Soundtrack,ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000420,ALB-A812DFA8,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/Summer Chill Classics [Disc 1],ADD_ALBUMARTIST,Groove Armada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000421,ALB-BFA58564,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/The Global House Experience,ADD_ALBUMARTIST,Groove Armada Feat. Gram'ma Funk,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000422,ALB-E43DD3ED,CONTEMPORARY,/data/Music/CONTEMPORARY/Groove Armada/The Remix Album_ Diamonds Are Forever,ADD_ALBUMARTIST,Groove Armada/Shirley Bassey,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000423,ALB-54332082,CONTEMPORARY,/data/Music/CONTEMPORARY/Guns N Roses/Billboard Top 100 of 1988,ADD_ALBUMARTIST,Guns N' Roses,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000424,ALB-05E99CD8,CONTEMPORARY,/data/Music/CONTEMPORARY/Guns N Roses/G N' R Lies,ADD_ALBUMARTIST,Guns n' Roses,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000425,ALB-46223D60,CONTEMPORARY,/data/Music/CONTEMPORARY/Habib Koité and Bamada/Muso Ko,ADD_ALBUMARTIST,Habib Koité and Bamada,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000426,ALB-42645608,CONTEMPORARY,/data/Music/CONTEMPORARY/Hans Zimmer/01,ADD_ALBUMARTIST,Hans Zimmer,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000427,ALB-7FBBE9D8,CONTEMPORARY,/data/Music/CONTEMPORARY/Hans Zimmer/Pirates Of The Caribbean_ At World's End,ADD_ALBUMARTIST,Hans Zimmer,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
